EmployeeID,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,BusinessTravel,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,DistanceFromHome,Attrition
EMP0349,47,Female,Sales,Sales Manager,Master,Life Sciences,Divorced,Travel_Rarely,12604,17,7,0,0,8,0,No,4,1,4,4,1,3,23,No
EMP0350,48,Male,Marketing,Marketing Manager,Master,Human Resources,Divorced,Travel_Rarely,12718,15,24,12,22,28,7,No,1,4,3,1,3,3,17,No
EMP0351,38,Male,Finance,Accountant,Bachelor,Life Sciences,Married,Travel_Rarely,7012,21,9,7,6,12,3,No,2,1,2,4,4,3,12,Yes
EMP0352,30,Female,Sales,Sales Manager,Bachelor,Life Sciences,Single,Travel_Rarely,12135,16,6,1,3,13,5,No,2,4,3,4,3,3,11,Yes
EMP0353,33,Male,Sales,Sales Executive,College,Medical,Divorced,Travel_Rarely,6242,20,4,3,2,7,6,Yes,3,1,4,2,2,4,27,No
EMP0354,28,Female,Human Resources,HR Manager,Doctor,Medical,Married,Travel_Rarely,9582,17,1,0,1,6,4,No,2,1,1,3,3,3,12,Yes
EMP0355,57,Male,Research & Development,Laboratory Technician,Master,Marketing,Divorced,Non-Travel,6374,12,22,9,10,27,7,Yes,4,1,1,4,4,3,18,No
EMP0356,33,Male,Research & Development,Research Director,Bachelor,Marketing,Single,Travel_Rarely,12965,15,9,6,6,9,3,No,4,4,3,1,3,3,4,No
EMP0357,44,Female,Human Resources,HR Executive,College,Technical Degree,Single,Travel_Rarely,7364,22,18,9,4,24,7,No,2,3,3,3,1,3,7,No
EMP0358,42,Female,Sales,Sales Executive,Bachelor,Marketing,Married,Travel_Rarely,7194,15,11,11,2,17,1,Yes,2,1,2,3,4,3,6,No
EMP0359,49,Female,IT,Software Engineer,Master,Marketing,Married,Non-Travel,8240,12,6,0,0,6,3,No,2,4,3,1,1,3,5,Yes
EMP0360,43,Male,IT,Software Engineer,Master,Human Resources,Divorced,Travel_Frequently,6752,14,1,0,1,5,7,No,1,1,2,1,3,3,20,Yes
EMP0361,45,Female,Research & Development,Manager,Bachelor,Marketing,Married,Travel_Frequently,13695,22,2,0,2,2,5,Yes,2,2,2,2,1,3,3,Yes
EMP0362,33,Male,Sales,Sales Representative,Doctor,Marketing,Single,Non-Travel,5095,19,11,11,10,11,0,Yes,3,4,4,3,1,3,13,Yes
EMP0363,27,Female,Sales,Sales Executive,College,Technical Degree,Single,Travel_Rarely,6131,20,1,1,0,8,1,No,4,3,4,4,2,3,7,No
EMP0364,52,Male,Research & Development,Manager,Master,Other,Divorced,Travel_Rarely,11658,18,0,0,0,4,6,No,4,1,4,3,3,3,13,No
EMP0365,28,Male,IT,IT Support,Bachelor,Medical,Married,Travel_Rarely,4033,18,6,1,1,9,4,Yes,4,2,3,2,3,3,24,Yes
EMP0366,41,Male,Sales,Sales Representative,Bachelor,Life Sciences,Single,Travel_Frequently,6269,21,17,0,0,24,2,No,4,4,3,3,1,3,29,No
EMP0367,49,Female,Finance,Financial Analyst,Bachelor,Life Sciences,Married,Travel_Rarely,7693,22,10,2,3,11,3,No,3,2,2,4,4,3,27,No
EMP0368,22,Female,Research & Development,Laboratory Technician,Bachelor,Marketing,Married,Travel_Rarely,2679,14,0,0,0,0,7,No,4,4,1,4,1,3,5,No
EMP0369,40,Male,Human Resources,Recruiter,College,Human Resources,Married,Travel_Frequently,3930,18,4,4,0,11,1,Yes,1,1,1,2,2,3,29,Yes
EMP0370,54,Male,Sales,Sales Representative,Bachelor,Technical Degree,Married,Travel_Frequently,5414,11,18,8,2,18,6,No,2,1,1,4,3,4,2,Yes
EMP0371,54,Female,Marketing,Marketing Executive,Master,Other,Married,Travel_Frequently,7741,23,18,5,4,24,5,No,2,2,4,4,1,4,10,Yes
EMP0372,39,Female,Sales,Sales Manager,Bachelor,Human Resources,Married,Non-Travel,10594,11,9,9,6,10,4,No,3,4,4,1,4,4,1,No
EMP0373,49,Female,Finance,Finance Manager,Bachelor,Human Resources,Married,Travel_Rarely,13440,23,22,15,12,24,5,No,2,3,4,2,4,3,17,No
EMP0374,23,Female,Finance,Accountant,Bachelor,Other,Single,Travel_Rarely,4532,20,0,0,0,0,3,No,1,3,1,2,3,4,1,No
EMP0375,34,Female,Research & Development,Manager,Bachelor,Other,Single,Travel_Rarely,11340,16,4,3,1,9,3,No,3,3,1,3,4,3,29,No
EMP0376,25,Male,Human Resources,HR Manager,Doctor,Marketing,Divorced,Travel_Rarely,11050,11,1,0,1,7,3,No,2,3,1,3,4,3,23,No
EMP0377,23,Male,Finance,Accountant,Master,Technical Degree,Single,Non-Travel,4706,23,1,1,0,4,1,No,3,1,4,2,2,4,23,Yes
EMP0378,31,Male,Human Resources,HR Manager,College,Medical,Married,Travel_Rarely,8912,21,5,3,4,5,6,No,1,1,3,1,2,4,29,No
EMP0379,24,Male,Sales,Sales Manager,College,Technical Degree,Divorced,Travel_Rarely,9302,13,2,2,1,2,6,Yes,1,2,2,1,4,4,12,Yes
EMP0380,42,Male,IT,Data Analyst,College,Life Sciences,Married,Travel_Rarely,8515,14,19,19,3,21,4,No,4,1,1,4,4,4,2,No
EMP0381,34,Male,Research & Development,Laboratory Technician,Doctor,Technical Degree,Single,Travel_Frequently,4600,11,9,8,0,14,7,No,1,4,2,2,1,4,14,No
EMP0382,54,Male,Human Resources,HR Executive,Bachelor,Marketing,Single,Travel_Rarely,6972,11,11,1,11,16,3,No,1,2,3,3,3,3,22,Yes
EMP0383,23,Female,Sales,Sales Manager,Bachelor,Other,Married,Travel_Rarely,9567,12,1,1,0,8,3,Yes,1,3,1,3,1,3,18,Yes
EMP0384,24,Male,Research & Development,Laboratory Technician,Bachelor,Technical Degree,Single,Non-Travel,2780,21,1,0,0,7,0,No,3,1,1,3,3,3,7,No
EMP0385,44,Male,Human Resources,Recruiter,Below College,Other,Married,Non-Travel,5949,14,20,15,8,24,2,No,1,2,4,1,2,4,9,No
EMP0386,32,Female,Research & Development,Manager,Master,Other,Single,Travel_Rarely,11878,19,1,1,1,8,7,No,4,1,1,3,4,3,5,Yes
EMP0387,40,Female,Research & Development,Research Director,Bachelor,Marketing,Married,Travel_Rarely,14796,24,8,5,1,15,1,No,1,2,2,1,4,3,3,Yes
EMP0388,49,Female,Research & Development,Manager,Bachelor,Technical Degree,Single,Non-Travel,14108,11,22,3,13,28,4,No,4,4,3,4,1,3,24,No
EMP0389,36,Female,Research & Development,Laboratory Technician,Below College,Human Resources,Divorced,Travel_Frequently,4522,11,9,8,8,12,5,Yes,3,4,2,3,1,4,20,Yes
EMP0390,31,Male,Research & Development,Research Director,Master,Technical Degree,Married,Travel_Rarely,11802,15,9,6,4,15,1,Yes,4,1,4,4,4,3,1,No
EMP0391,39,Female,Sales,Sales Executive,Bachelor,Technical Degree,Single,Travel_Rarely,6763,16,6,1,1,13,6,No,2,3,1,1,1,4,24,No
EMP0392,42,Female,IT,IT Support,Bachelor,Technical Degree,Married,Travel_Rarely,4052,22,0,0,0,7,3,No,3,1,2,2,4,3,29,Yes
EMP0393,53,Female,Finance,Accountant,Bachelor,Technical Degree,Married,Travel_Rarely,6449,21,20,5,13,23,3,Yes,4,3,3,1,3,3,13,No
EMP0394,25,Female,IT,Software Engineer,Bachelor,Life Sciences,Single,Travel_Rarely,7994,11,1,0,0,3,5,No,2,2,4,3,3,3,18,Yes
EMP0395,47,Male,IT,Data Analyst,Bachelor,Other,Single,Travel_Rarely,8876,24,6,1,5,11,2,No,1,3,3,3,3,3,5,No
EMP0396,48,Male,Finance,Finance Manager,Bachelor,Technical Degree,Single,Travel_Frequently,13133,16,14,8,14,19,3,No,4,4,1,1,2,3,28,No
EMP0397,35,Male,Sales,Sales Representative,Bachelor,Life Sciences,Divorced,Travel_Rarely,5067,14,9,8,1,16,5,No,2,4,3,1,2,3,11,No
EMP0398,38,Male,Research & Development,Laboratory Technician,Below College,Technical Degree,Married,Travel_Rarely,3462,19,3,3,2,4,4,No,3,3,2,1,2,3,26,No
EMP0399,28,Female,Marketing,Marketing Manager,Bachelor,Other,Divorced,Travel_Frequently,9902,22,1,1,1,2,0,Yes,1,1,1,3,1,3,15,Yes
EMP0400,45,Male,Human Resources,HR Executive,Master,Technical Degree,Single,Travel_Rarely,5391,11,5,0,0,5,2,Yes,3,4,3,1,2,3,25,No
EMP0401,36,Male,Research & Development,Research Scientist,Bachelor,Life Sciences,Married,Travel_Rarely,5924,16,0,0,0,7,2,No,4,1,4,2,4,3,27,No
EMP0402,52,Female,IT,Software Engineer,Bachelor,Other,Married,Travel_Rarely,7821,24,11,8,10,15,2,No,1,2,4,3,4,3,3,No
EMP0403,48,Female,Research & Development,Laboratory Technician,Bachelor,Technical Degree,Married,Travel_Rarely,3217,20,4,0,2,7,7,Yes,1,4,3,2,1,4,6,No
EMP0404,34,Female,Sales,Sales Executive,Master,Other,Single,Travel_Frequently,7288,24,10,10,1,11,6,No,2,1,1,1,3,3,2,Yes
EMP0405,52,Female,Finance,Finance Manager,Master,Life Sciences,Divorced,Travel_Rarely,13023,24,0,0,0,5,0,No,4,3,4,3,1,3,9,No
EMP0406,33,Male,Sales,Sales Manager,Bachelor,Marketing,Married,Travel_Rarely,10530,21,6,5,5,11,3,Yes,4,3,2,4,3,3,3,No
EMP0407,36,Male,Sales,Sales Representative,College,Medical,Single,Non-Travel,3772,15,4,3,1,7,2,No,4,3,1,4,3,3,3,No
EMP0408,46,Male,Sales,Sales Executive,Master,Marketing,Single,Travel_Frequently,4955,14,0,0,0,3,1,No,1,2,2,3,1,3,3,No
EMP0409,50,Male,Finance,Finance Manager,Master,Technical Degree,Married,Travel_Rarely,12584,16,14,6,11,16,0,Yes,3,2,1,2,2,3,1,No
EMP0410,52,Female,IT,IT Support,College,Human Resources,Married,Travel_Rarely,5872,14,15,14,8,22,0,Yes,2,4,2,1,3,3,24,Yes
EMP0411,28,Male,Marketing,Content Specialist,Master,Life Sciences,Single,Travel_Rarely,4414,12,6,5,4,10,1,Yes,4,4,1,3,1,4,26,No
EMP0412,47,Male,Finance,Finance Manager,Master,Marketing,Married,Travel_Rarely,9705,15,0,0,0,0,1,No,1,3,4,3,2,3,19,Yes
EMP0413,35,Female,Marketing,Marketing Manager,Master,Technical Degree,Divorced,Travel_Frequently,10268,23,12,2,1,12,0,Yes,2,3,4,3,1,3,25,No
EMP0414,41,Male,IT,Data Analyst,Master,Human Resources,Married,Travel_Rarely,7158,16,9,8,9,13,3,No,4,2,4,3,3,4,22,No
EMP0415,56,Male,Human Resources,HR Manager,Bachelor,Technical Degree,Married,Travel_Rarely,9485,19,4,0,4,7,7,No,2,4,2,2,3,4,27,No
EMP0416,42,Female,Finance,Finance Manager,Master,Medical,Divorced,Travel_Frequently,12162,18,8,8,8,10,7,Yes,4,2,1,3,1,3,3,No
EMP0417,26,Male,Sales,Sales Representative,Master,Other,Married,Non-Travel,3314,23,2,1,1,6,4,No,1,3,4,3,4,4,16,No
EMP0418,48,Male,Sales,Sales Executive,Bachelor,Human Resources,Married,Travel_Rarely,8799,13,24,12,7,31,2,Yes,3,1,1,2,2,3,5,Yes
EMP0419,51,Male,Finance,Finance Manager,Bachelor,Medical,Single,Non-Travel,15057,12,17,12,9,17,4,No,3,4,1,1,2,3,8,Yes
EMP0420,33,Female,IT,Software Engineer,Master,Human Resources,Married,Travel_Rarely,7751,17,3,0,0,9,4,No,4,3,1,1,1,3,15,Yes
EMP0421,39,Male,IT,Data Analyst,Master,Marketing,Single,Travel_Rarely,7136,23,3,1,1,9,7,No,1,3,4,3,3,3,1,No
EMP0422,52,Male,Human Resources,HR Executive,Bachelor,Technical Degree,Married,Travel_Rarely,7669,21,18,2,3,20,5,No,3,1,2,4,4,3,4,Yes
EMP0423,52,Female,Research & Development,Research Director,Below College,Other,Married,Travel_Frequently,12765,15,8,4,6,11,5,No,3,3,2,2,2,3,16,No
EMP0424,29,Male,Research & Development,Research Scientist,Master,Marketing,Married,Travel_Rarely,6630,16,5,3,2,12,0,Yes,1,1,2,3,3,3,20,No
EMP0425,22,Female,IT,IT Support,Bachelor,Human Resources,Married,Travel_Rarely,3196,14,0,0,0,3,0,No,1,3,4,2,1,3,7,No
EMP0426,34,Female,Finance,Financial Analyst,Master,Technical Degree,Divorced,Non-Travel,7568,15,6,5,5,10,7,No,2,3,3,2,3,3,7,No
EMP0427,43,Female,Research & Development,Research Director,College,Life Sciences,Single,Non-Travel,13749,11,12,12,4,12,0,Yes,4,2,3,3,4,3,10,No
EMP0428,26,Male,Research & Development,Manager,Bachelor,Life Sciences,Married,Non-Travel,12002,13,4,3,3,9,6,No,2,1,3,1,3,3,18,Yes
EMP0429,28,Male,Research & Development,Research Director,Bachelor,Life Sciences,Single,Travel_Frequently,14426,21,1,1,0,3,7,Yes,1,4,1,4,1,3,17,No
EMP0430,56,Female,Research & Development,Research Scientist,Bachelor,Marketing,Single,Travel_Rarely,8828,13,12,2,10,13,6,No,2,4,2,3,1,3,13,No
EMP0431,52,Female,Finance,Finance Manager,Master,Marketing,Married,Travel_Frequently,12834,22,15,9,12,22,4,No,4,4,2,2,2,4,18,No
EMP0432,25,Male,Research & Development,Laboratory Technician,Bachelor,Other,Single,Travel_Rarely,2845,21,0,0,0,3,6,No,2,1,4,4,3,3,3,Yes
EMP0433,56,Female,Research & Development,Laboratory Technician,College,Life Sciences,Divorced,Non-Travel,3427,14,6,4,5,6,7,No,3,2,1,3,3,3,11,Yes
EMP0434,24,Male,Finance,Finance Manager,College,Marketing,Single,Travel_Rarely,11786,23,2,0,2,2,1,No,2,3,1,3,1,3,27,No
EMP0435,41,Male,Finance,Accountant,Master,Life Sciences,Single,Non-Travel,7279,16,13,3,4,19,7,No,1,3,3,3,1,3,12,No
EMP0436,31,Female,Marketing,Marketing Manager,Bachelor,Other,Divorced,Travel_Rarely,11340,20,6,2,4,7,3,No,3,3,4,2,3,4,7,No
EMP0437,26,Male,Research & Development,Research Scientist,Below College,Human Resources,Married,Travel_Rarely,8169,24,4,4,1,6,4,No,3,1,2,3,3,3,3,No
EMP0438,34,Male,Finance,Financial Analyst,Bachelor,Life Sciences,Married,Travel_Rarely,8548,19,12,2,12,17,1,Yes,2,2,1,4,3,3,10,Yes
EMP0439,47,Female,Research & Development,Research Scientist,Master,Medical,Divorced,Travel_Rarely,9009,18,23,22,23,26,3,No,3,3,2,1,2,3,21,Yes
EMP0440,24,Male,Sales,Sales Manager,College,Human Resources,Single,Travel_Rarely,11019,15,1,0,0,4,6,No,4,1,1,4,3,4,6,No
EMP0441,28,Male,Research & Development,Manager,College,Life Sciences,Divorced,Travel_Rarely,10530,13,0,0,0,0,4,No,4,1,2,1,3,3,28,No
EMP0442,29,Male,Research & Development,Laboratory Technician,Master,Technical Degree,Married,Travel_Rarely,3304,14,3,0,0,8,1,Yes,4,4,2,3,3,4,1,Yes
EMP0443,44,Male,IT,Software Engineer,Bachelor,Other,Single,Travel_Frequently,8557,20,8,5,1,11,5,No,1,1,3,3,1,4,13,No
EMP0444,50,Male,Research & Development,Laboratory Technician,Doctor,Technical Degree,Married,Travel_Rarely,4048,20,5,1,2,12,1,No,1,4,2,3,1,3,4,No
EMP0445,35,Female,IT,Software Engineer,College,Life Sciences,Single,Travel_Rarely,8833,13,9,5,9,9,5,No,2,3,1,4,3,3,13,Yes
EMP0446,57,Male,Sales,Sales Executive,Master,Human Resources,Married,Travel_Rarely,7525,24,18,1,8,21,5,No,1,4,4,2,1,3,17,No
EMP0447,46,Female,Finance,Financial Analyst,College,Life Sciences,Married,Travel_Rarely,9005,18,18,17,3,25,6,No,3,4,3,2,2,3,22,No
EMP0448,56,Male,Sales,Sales Manager,College,Life Sciences,Single,Travel_Rarely,10548,18,0,0,0,3,1,Yes,3,3,3,4,1,3,24,No
EMP0449,38,Female,Marketing,Content Specialist,Below College,Life Sciences,Divorced,Travel_Rarely,5106,20,9,5,0,10,4,No,1,2,4,4,4,3,26,No
EMP0450,46,Male,Sales,Sales Executive,Master,Medical,Divorced,Travel_Rarely,5192,15,1,0,1,8,4,No,1,4,4,1,4,3,3,Yes
EMP0451,56,Female,Research & Development,Laboratory Technician,College,Other,Single,Travel_Rarely,5998,18,24,9,14,29,1,No,1,3,1,1,1,3,24,Yes
EMP0452,36,Female,Sales,Sales Executive,College,Life Sciences,Divorced,Travel_Rarely,6542,13,4,2,4,8,7,Yes,4,3,4,4,4,4,21,Yes
EMP0453,33,Female,Sales,Sales Manager,College,Life Sciences,Married,Non-Travel,11770,19,11,2,9,17,4,Yes,3,4,2,2,2,3,24,No
EMP0454,27,Female,Marketing,Content Specialist,Master,Marketing,Divorced,Travel_Rarely,4124,23,1,0,0,5,1,Yes,4,3,1,2,4,3,9,Yes
EMP0455,30,Female,Sales,Sales Representative,Doctor,Technical Degree,Single,Travel_Frequently,3562,13,5,4,3,5,2,No,3,4,3,3,3,3,26,No
EMP0456,46,Male,IT,Data Analyst,College,Medical,Married,Travel_Rarely,11101,15,23,7,8,28,7,Yes,4,4,4,1,4,4,24,Yes
EMP0457,42,Male,Research & Development,Laboratory Technician,Master,Other,Married,Travel_Frequently,4564,16,10,10,6,11,4,No,4,4,3,2,4,3,6,No
EMP0458,45,Male,Research & Development,Research Scientist,Bachelor,Medical,Married,Travel_Rarely,8067,12,15,3,15,20,1,Yes,4,2,1,4,1,3,11,Yes
EMP0459,29,Male,Sales,Sales Manager,Master,Other,Divorced,Travel_Rarely,10638,22,2,1,0,6,2,No,1,2,3,4,2,4,9,No
EMP0460,50,Male,Sales,Sales Representative,Bachelor,Technical Degree,Divorced,Travel_Rarely,5977,23,23,15,4,27,6,No,2,2,3,1,4,4,27,Yes
EMP0461,29,Female,Sales,Sales Manager,Below College,Life Sciences,Single,Travel_Rarely,9680,14,7,2,7,7,4,No,2,4,4,2,3,3,8,Yes
EMP0462,24,Male,Sales,Sales Representative,Master,Life Sciences,Married,Travel_Rarely,3313,19,2,2,2,8,0,No,4,1,2,1,4,3,24,No
EMP0463,56,Female,Sales,Sales Executive,Doctor,Life Sciences,Single,Non-Travel,9161,18,23,0,15,30,3,Yes,1,2,3,2,3,4,13,Yes
EMP0464,50,Female,IT,Data Analyst,Below College,Medical,Single,Travel_Frequently,11476,23,21,0,20,27,7,Yes,1,4,1,4,3,3,17,Yes
EMP0465,48,Female,Research & Development,Research Scientist,College,Marketing,Married,Non-Travel,6096,15,0,0,0,3,3,No,1,3,1,1,3,3,22,Yes
EMP0466,42,Male,Marketing,Marketing Executive,Bachelor,Human Resources,Married,Non-Travel,7134,15,18,17,10,25,1,No,4,4,1,1,1,4,16,No
EMP0467,25,Male,Finance,Finance Manager,Master,Technical Degree,Married,Travel_Rarely,11537,17,0,0,0,6,3,No,3,1,3,1,3,4,5,Yes
EMP0468,28,Male,Sales,Sales Manager,Master,Medical,Married,Travel_Rarely,11430,22,3,1,3,6,4,No,1,4,4,3,1,3,9,No
EMP0469,30,Male,Sales,Sales Manager,Bachelor,Medical,Single,Travel_Rarely,9671,14,4,0,3,6,1,No,1,1,3,3,1,4,12,Yes
EMP0470,49,Male,Research & Development,Manager,Master,Human Resources,Married,Travel_Rarely,12500,11,17,2,8,20,4,No,3,3,3,2,1,4,1,No
EMP0471,22,Male,Research & Development,Laboratory Technician,College,Life Sciences,Married,Travel_Frequently,2381,20,0,0,0,2,0,No,3,2,2,4,4,3,2,Yes
EMP0472,35,Female,Sales,Sales Representative,Master,Life Sciences,Divorced,Travel_Rarely,3503,24,7,5,3,8,2,No,1,1,1,4,3,3,22,No
EMP0473,50,Male,Finance,Financial Analyst,Bachelor,Human Resources,Married,Travel_Rarely,5879,21,0,0,0,5,7,No,4,3,3,2,3,3,5,No
EMP0474,33,Female,Marketing,Marketing Executive,Bachelor,Other,Single,Travel_Frequently,5676,24,4,2,3,6,2,Yes,2,2,1,1,4,3,8,Yes
EMP0475,50,Female,Marketing,Content Specialist,College,Marketing,Single,Non-Travel,6077,20,14,6,6,15,4,Yes,2,3,4,3,2,3,11,No
EMP0476,38,Male,Sales,Sales Manager,College,Technical Degree,Married,Travel_Rarely,9261,11,3,1,1,9,0,No,4,2,4,1,4,3,10,Yes
EMP0477,54,Female,Finance,Financial Analyst,Master,Life Sciences,Single,Travel_Rarely,9974,16,21,11,4,25,7,No,2,3,4,1,2,3,25,No
EMP0478,42,Female,IT,IT Manager,Bachelor,Technical Degree,Married,Travel_Frequently,14233,22,1,0,1,1,3,No,3,1,1,4,4,3,2,Yes
EMP0479,42,Male,Sales,Sales Executive,Master,Human Resources,Single,Travel_Rarely,6611,12,14,11,2,20,3,Yes,1,3,4,4,1,3,27,Yes
EMP0480,57,Male,Research & Development,Research Director,Bachelor,Life Sciences,Divorced,Travel_Frequently,14600,15,5,0,5,12,2,No,2,4,3,1,4,3,22,No
EMP0481,27,Male,Sales,Sales Manager,Bachelor,Marketing,Single,Non-Travel,9505,22,4,1,4,4,1,No,3,2,2,4,4,3,5,No
EMP0482,53,Female,Marketing,Marketing Manager,Master,Other,Single,Travel_Rarely,11021,11,19,19,15,26,1,No,2,1,1,3,4,3,28,No
EMP0483,37,Female,Finance,Finance Manager,College,Other,Single,Travel_Rarely,12202,22,6,2,5,11,7,No,4,1,3,4,3,3,13,Yes
EMP0484,33,Male,Human Resources,HR Executive,Master,Technical Degree,Married,Travel_Frequently,6229,17,7,2,5,12,1,No,1,1,4,2,1,3,25,No
EMP0485,43,Female,Finance,Financial Analyst,Master,Other,Divorced,Travel_Rarely,8949,24,12,6,0,12,4,No,4,3,1,3,3,3,8,No
EMP0486,50,Male,Human Resources,HR Executive,Master,Human Resources,Married,Non-Travel,6838,12,22,17,2,28,5,No,1,3,3,2,3,3,15,No
EMP0487,27,Male,IT,IT Support,Doctor,Human Resources,Divorced,Travel_Rarely,3555,24,3,0,2,6,4,No,2,3,3,4,4,3,27,No
EMP0488,35,Male,Sales,Sales Representative,Doctor,Technical Degree,Married,Travel_Rarely,4793,12,13,12,7,16,7,Yes,2,3,4,4,2,4,25,No
EMP0489,46,Male,Sales,Sales Executive,Bachelor,Medical,Married,Non-Travel,8472,24,15,8,5,17,4,No,2,1,3,2,4,3,8,No
EMP0490,36,Male,Research & Development,Laboratory Technician,Master,Medical,Married,Travel_Rarely,3230,18,3,3,0,5,3,Yes,1,3,3,2,1,4,2,No
EMP0491,44,Female,Finance,Accountant,Master,Other,Single,Travel_Rarely,6286,19,21,14,8,23,0,No,1,1,1,1,3,3,12,No
EMP0492,34,Male,Research & Development,Laboratory Technician,Bachelor,Human Resources,Single,Travel_Rarely,4184,20,6,3,4,8,6,No,3,3,4,4,4,4,28,No
EMP0493,42,Male,Research & Development,Manager,Bachelor,Marketing,Single,Travel_Rarely,13926,15,12,0,7,16,7,No,2,3,4,1,1,3,14,No
EMP0494,54,Male,Research & Development,Research Director,Bachelor,Medical,Divorced,Travel_Rarely,10632,21,0,0,0,4,7,Yes,2,1,2,2,3,3,6,No
EMP0495,28,Female,Research & Development,Manager,College,Human Resources,Divorced,Travel_Rarely,11039,23,1,1,1,2,3,No,4,2,1,2,4,3,9,No
EMP0496,42,Female,Sales,Sales Representative,Bachelor,Marketing,Divorced,Travel_Frequently,4170,21,3,1,1,10,7,No,2,2,2,4,3,3,28,No
EMP0497,27,Female,IT,IT Manager,Master,Life Sciences,Single,Travel_Rarely,10003,12,1,1,0,4,7,No,1,3,1,1,3,3,13,No
EMP0498,26,Male,Research & Development,Research Scientist,Bachelor,Life Sciences,Single,Travel_Frequently,7387,13,0,0,0,4,3,No,1,4,4,4,2,3,2,No
EMP0499,56,Male,Human Resources,Recruiter,Bachelor,Life Sciences,Married,Travel_Rarely,4381,11,6,1,6,11,3,No,1,1,2,1,1,4,19,No
EMP0500,23,Female,Finance,Finance Manager,Bachelor,Human Resources,Married,Travel_Rarely,10723,23,0,0,0,5,1,No,4,1,2,1,3,3,14,No
EMP0501,47,Male,Human Resources,Recruiter,College,Medical,Married,Travel_Rarely,6835,20,22,17,15,26,3,No,2,2,1,2,2,3,2,Yes
EMP0502,25,Male,Sales,Sales Executive,Doctor,Human Resources,Single,Travel_Rarely,4952,15,0,0,0,3,7,No,1,1,4,1,2,4,1,No
EMP0503,26,Male,Sales,Sales Manager,College,Medical,Married,Travel_Frequently,9361,15,3,1,2,3,4,Yes,2,3,3,4,4,3,5,Yes
EMP0504,46,Male,Research & Development,Research Scientist,Master,Technical Degree,Married,Travel_Rarely,9083,19,14,3,3,20,2,Yes,2,2,3,4,4,3,17,No
EMP0505,24,Male,Sales,Sales Representative,Bachelor,Other,Single,Non-Travel,3614,20,1,1,0,3,2,No,1,1,1,4,3,3,4,Yes
EMP0506,40,Male,Human Resources,HR Manager,Master,Technical Degree,Single,Travel_Rarely,10232,19,10,10,5,17,1,Yes,2,3,3,4,4,3,13,No
EMP0507,43,Female,IT,Data Analyst,Bachelor,Technical Degree,Married,Travel_Frequently,9116,15,20,13,17,26,7,Yes,2,1,3,4,4,3,6,Yes
EMP0508,36,Female,Sales,Sales Executive,Bachelor,Other,Married,Travel_Rarely,6028,13,10,2,9,16,3,Yes,3,4,1,1,4,3,16,No
EMP0509,57,Male,Human Resources,Recruiter,Bachelor,Other,Married,Travel_Rarely,5189,19,5,4,3,10,7,No,4,2,1,4,1,3,15,No
EMP0510,27,Female,Finance,Accountant,Bachelor,Technical Degree,Single,Travel_Rarely,4690,15,5,2,3,8,2,No,3,3,4,4,1,3,1,No
EMP0511,45,Female,Research & Development,Manager,Master,Medical,Married,Travel_Frequently,14323,14,20,10,16,27,6,No,2,3,2,4,2,4,15,Yes
EMP0512,48,Male,IT,Data Analyst,Doctor,Technical Degree,Divorced,Travel_Rarely,10745,12,24,4,4,28,5,No,2,2,3,4,4,3,16,No
EMP0513,47,Female,Research & Development,Research Director,Bachelor,Technical Degree,Single,Travel_Frequently,12542,20,7,6,6,7,1,No,1,4,3,4,2,4,14,No
EMP0514,53,Male,Sales,Sales Representative,College,Life Sciences,Married,Travel_Rarely,5124,22,15,6,7,16,1,No,4,3,2,4,3,3,7,Yes
EMP0515,37,Male,IT,IT Manager,College,Marketing,Married,Travel_Rarely,12565,24,2,0,1,3,3,No,1,3,3,1,3,3,17,No
EMP0516,43,Male,Research & Development,Research Scientist,Master,Human Resources,Single,Travel_Rarely,7836,14,16,3,5,19,7,No,1,1,2,3,1,4,17,No
EMP0517,42,Male,Marketing,Marketing Executive,Below College,Other,Married,Travel_Rarely,6809,17,20,15,19,21,7,No,3,1,1,3,2,3,23,No
EMP0518,53,Male,Marketing,Marketing Executive,Master,Human Resources,Married,Travel_Rarely,6339,21,17,13,3,24,1,No,4,4,1,4,2,3,4,No
EMP0519,25,Female,Sales,Sales Representative,Master,Life Sciences,Married,Travel_Rarely,3789,16,0,0,0,4,2,No,1,4,4,2,1,3,24,No
EMP0520,34,Female,Sales,Sales Executive,Bachelor,Life Sciences,Married,Travel_Rarely,4987,14,2,1,2,8,6,No,4,1,4,4,3,3,22,Yes
EMP0521,39,Male,Sales,Sales Executive,Master,Life Sciences,Single,Travel_Rarely,7261,17,15,13,11,15,4,No,2,2,1,2,3,3,16,No
EMP0522,34,Male,Sales,Sales Representative,Bachelor,Marketing,Married,Travel_Rarely,4696,23,11,6,10,16,0,No,4,4,4,2,1,3,14,No
EMP0523,24,Male,IT,Data Analyst,Doctor,Life Sciences,Divorced,Travel_Rarely,6072,17,0,0,0,2,5,Yes,4,4,2,2,4,3,2,Yes
